FID,PathDesign,PathDescription,RouteID,RouteDescription,Statement,geom
activetravel_routesection_approvedroutes.1552,or_cycle_nonseg,"Cycle route (on road, not segregated)",SWA-NCN4-008,Swansea:SWA-NCN4-008 - Woodlands,Woodlands,"MULTILINESTRING ((259402.41889202493 195941.49103948637, 259390.04589536236 195935.84504101326, 259387.83389595957 195941.0490396027, 259375.29889934414 195972.42903109652, 259366.4309017383 195991.18902601133, 259352.53090549062 196015.74801935896, 259333.60091060042 196044.74001149868, 259333.49591062858 196044.8750114657, 259328.13191207638 196051.81300958322))"
activetravel_routesection_approvedroutes.1561,tf_shared_away,Shared use footpath/cycle track (away from road),SWA-NCN43-003,Swansea:SWA-NCN43-003 - Liberty Stadium to Ynystawe,"A shared use, traffic free path that conforms to the requirements of the Active Travel (Wales) Design Guide.","MULTILINESTRING ((266593.964501394 196265.60794399038, 266602.7538967711 196267.9684989053, 266612.90571280767 196272.70067661686, 266674.80259936734 196303.2904015793, 266674.2899374246 196304.97073348856))"
activetravel_routesection_approvedroutes.1567,tf_shared_away,Shared use footpath/cycle track (away from road),SWA-NCN43-005,Swansea:SWA-NCN43-005 - Fadre Rugby Club to Swansea Canal,,"MULTILINESTRING ((269068.92628250073 201090.07664585608, 269070.6332820427 201122.22163714713, 269073.84928117506 201132.6926343139, 269075.1712808183 201137.87663290865, 269073.8492811766 201148.34463007143, 269072.0202816726 201164.910625585, 269077.31328024465 201187.56461944204, 269082.48827884975 201217.45561134757))"
activetravel_routesection_approvedroutes.1600,or_cycle_segregated,"Cycle lane (on road, segregated)",SWA-SE-004,Swansea:SWA-SE-004 - Boulevard to High Street Station,,"MULTILINESTRING ((265462.5952558917 193167.47379203403, 265461.74725612125 193170.87479111605, 265429.43526485236 193214.49177929538, 265419.0372676607 193213.91977944644))"
activetravel_routesection_approvedroutes.1601,tf_shared_away,Shared use footpath/cycle track (away from road),SWA-SE-004,Swansea:SWA-SE-004 - Boulevard to High Street Station,,"MULTILINESTRING ((265419.0372676607 193213.91977944644, 265413.3742691905 193217.94677835272, 265391.3702751359 193243.85077132954, 265388.7852758349 193253.53076870687))"
activetravel_routesection_approvedroutes.1626,tf_shared_away,Shared use footpath/cycle track (away from road),SWA-SE-011,Swansea:SWA-SE-011 - Jersey Road to Beaufort Road (via Enterprise Park),,"MULTILINESTRING ((267131.32980556565 197097.4967273965, 267137.06180401775 197102.36872608145, 267146.3918014978 197107.5487246816, 267158.06179834576 197111.02872373688, 267164.6217965736 197110.8037238033, 267302.6617592799 197083.2687312789, 267315.9867556798 197079.64373226307, 267347.18674725096 197076.8437330264, 267380.73673818726 197075.16873348586, 267500.0367059583 197077.0437329932, 267631.33667048684 197077.4937328956, 267650.5116653064 197076.36873320234, 267664.1816616133 197076.77273309097, 267667.03666084004 197058.91873793112, 267672.4786593694 197054.61173909897))"
activetravel_routesection_approvedroutes.1636,or_cycle_nonseg,"Cycle route (on road, not segregated)",SWA-SE-016,Swansea:SWA-SE-016 - Clydach Connect2 Glais Loop,,"MULTILINESTRING ((269804.7580836049 200564.77778829884, 269813.03608136973 200581.91778366006, 269819.0360797496 200594.9177801346, 269825.4250780244 200606.1977770818, 269828.0360773192 200610.91777580197, 269829.03607704915 200612.9177752596, 269832.03607623925 200618.91777363315, 269837.03607488936 200631.91777011147, 269842.03607353993 200647.91776577965, 269848.0360719203 200664.9177611699, 269860.0360686821 200708.9177492509))"
activetravel_routesection_approvedroutes.1657,tf_shared,Shared use footpath/cycle track (alongside road),CCBC Link2,Rhymney:CCBC Link2 - Rhymney Rail Station to Abertysswg via Rhymney Comprehensive School,,"MULTILINESTRING ((312231.52259890374 206137.29928456072, 312210.16560469376 206157.98427895462))"
activetravel_routesection_approvedroutes.1676,or_cycle_nonseg,"Cycle route (on road, not segregated)",CCBC Link 3abc,New Tredegar:CCBC Link 3abc - New Tredegar North to Tirphil Station and Town Centre,,"MULTILINESTRING ((314103.7660612521 203605.2089245924, 314093.1710641251 203625.88591898227, 314067.0380712115 203676.8299051848, 314039.59507865296 203730.10689073632, 314025.33808251895 203757.87088321627, 314009.2897051478 203787.4847340621, 314000.591496124 203790.7229849362))"
activetravel_routesection_approvedroutes.1702,or_cycle_nonseg,"Cycle route (on road, not segregated)",CCBC Link8,Wyllie/Maesycwmmer:CCBC Link8 - Hengoed Rail Station to Wyllie,,"MULTILINESTRING ((317508.7271375905 194908.3072816541, 317512.6221365333 194894.0902855079, 317516.8081353981 194887.2742873549, 317520.5091343934 194872.57129133766, 317525.05613315845 194851.4262970644, 317530.246131749 194827.29430360446, 317541.0231288236 194786.9193145496, 317545.14312770485 194769.16431936028, 317554.0231252974 194758.9193221443, 317571.99512042344 194724.5693314459, 317569.1291211999 194723.67233168927, 317568.2909306921 194722.4687146432, 317568.28041146277 194721.82455995737, 317568.926237831 194721.8140134556, 317569.561545027 194721.15930663492, 317568.6085842571 194722.14136403846))"
activetravel_routesection_approvedroutes.1707,tf_shared_away,Shared use footpath/cycle track (away from road),CCBC Link10,Wattsville:CCBC Link10 - Wattsville to Crosskeys,,"MULTILINESTRING ((320434.62237380445 191090.81036296347, 320448.5223700388 191101.7103600097, 320463.32236602885 191110.2103577071, 320478.3223619644 191116.51035600237, 320500.7223558946 191123.9103540025, 320516.82235153177 191128.01035289292, 320537.42234594945 191132.5103516773, 320559.3223400145 191136.11035070318, 320581.52233399835 191139.41034981032, 320613.6223252995 191145.31034821778, 320640.0223181454 191150.81034673232, 320652.5223147581 191154.11034584045, 320699.2223021032 191166.31034254213, 320721.4222960876 191173.41034062236, 320760.1222856008 191186.41033710627, 320785.22227879934 191194.7103348559, 320800.72227459925 191199.91033345234, 320825.0222680146 191207.31033144955, 320853.22226037295 191215.81032914936, 320882.72225237935 191226.61032622732, 320911.7222445212 191237.6103232514, 320944.62223560654 191251.51031949255, 320957.72223205713 191256.9103180312, 320972.2222281278 191261.6103167574, 321000.82222037774 191269.91031451232, 321026.8222133322 191277.11031256866, 321032.06721191126 191280.62631161604, 321061.69220388675 191312.62730294705, 321079.4681990716 191330.4012981354, 321107.9131913645 191345.80729396205, 321137.54618333513 191358.8432904341, 321163.61717627104 191370.70028722298, 321190.8961688804 191388.58528238203, 321217.3091617248 191408.89927688247, 321238.20215606526 191430.7032709744, 321257.28915089514 191450.6972655612, 321272.7321467119 191466.14326137828, 321292.726141295 191479.7692576918, 321319.0691341571 191491.58525449148, 321358.2561235386 191505.99825059326, 321379.5631177647 191511.9202489896, 321396.33411321935 191511.92024899193, 321415.19910810667 191512.96924871154, 321431.9691035611 191508.77024985437, 321448.74809901346 191507.7212501387, 321469.70709333394 191514.0092484373, 321484.3830893575 191522.39724616642, 321494.87008651695 191533.90824305412, 321498.0700856501 191536.56224233023, 321504.01108403975 191535.69824256515, 321508.474082831 191541.03724111908, 321512.8570816439 191546.85423954471, 321508.978082696 191552.4682380213, 321515.4060809552 191561.43323559582))"
activetravel_routesection_approvedroutes.1726,tf_shared,Shared use footpath/cycle track (alongside road),CCBC Link13,Caerphilly:CCBC Link13 - Trecenydd to Caerphilly Town Centre,,"MULTILINESTRING ((314966.100951002 187622.19934331678, 314998.96312537935 187597.54270608164, 315039.1499689432 187578.11241720436, 315050.8858901738 187575.9054494755, 315059.9695071039 187572.5081596736, 315080.65819731884 187568.2986547358))"
activetravel_routesection_approvedroutes.1734,or_cycle_nonseg,"Cycle route (on road, not segregated)",CCBC Link13,Caerphilly:CCBC Link13 - Trecenydd to Caerphilly Town Centre,,"MULTILINESTRING ((314917.01105209393 187654.5445889167, 314965.7456100744 187623.1319292338, 314965.92522429 187622.75808087195))"
activetravel_routesection_approvedroutes.1767,tf_footway,Footway (alongside road),,,,"MULTILINESTRING ((285164.3111174728 379152.75408992736, 285223.6652132824 379122.0599780516, 285297.1825719206 379085.3152839407, 285306.8781569825 379086.86576336424, 285328.1134121623 379077.4325015721))"
activetravel_routesection_approvedroutes.1793,tf_segregated_away,Segregated footpath/cycle track (away from road),EV2,Ebbw Vale:EV2 - Ebbw Vale Railway Station to Cwm Estate,,"MULTILINESTRING ((317194.4942336348 208697.93852427346, 317199.6139602415 208660.37137040554, 317229.05205339513 208649.3616305152, 317228.0016334184 208630.54507292557, 317228.08596979 208613.18692787434, 317227.55691939854 208581.06702171266, 317231.94701313856 208577.85570009594, 317282.64006441017 208519.7803521037, 317321.22062488255 208501.78834758158, 317397.541083263 208509.1888566314))"
activetravel_routesection_approvedroutes.1795,tf_shared,Shared use footpath/cycle track (alongside road),EV2,Ebbw Vale:EV2 - Ebbw Vale Railway Station to Cwm Estate,,"MULTILINESTRING ((317440.6140034234 207373.7015000317, 317434.86637177033 207361.97562113835, 317428.8150684877 207365.58415409556, 317423.07638613286 207365.67841320852, 317417.31040590873 207364.1109003423, 317412.23029840423 207359.20766926912, 317407.37481340946 207345.43551040924, 317406.10938764294 207336.03696816467, 317405.1353262411 207321.83159369545, 317406.4282137443 207310.359344677, 317409.5906069962 207288.6981605742, 317417.7970449459 207247.19157730043, 317423.4299561359 207218.1016714779, 317428.26164847455 207196.59739053133, 317432.22826140997 207190.06781085551))"
activetravel_routesection_approvedroutes.1806,tf_shared,Shared use footpath/cycle track (alongside road),NGB2,Blaina:NGB2 - Blaina to Abertillery,,"MULTILINESTRING ((320185.49046923546 206232.23482819082, 320192.64427701314 206227.8725266201, 320195.69579587306 206210.09008141526, 320197.3188033522 206195.65538990835))"
activetravel_routesection_approvedroutes.1825,tf_shared_away,Shared use footpath/cycle track (away from road),BRC2,Bridgend:BRC2 - Ynysawdre to NCN4,,"MULTILINESTRING ((289901.22364487697 184050.46726612927, 289908.9056427953 184038.36226941203, 289918.04264031997 184026.42327265063, 289923.1586389337 184018.50527479488, 289925.1076384034 183999.62327991176, 289924.2546386337 183993.41028159752, 289921.8186392915 183981.22828489618, 289922.0626392246 183973.18828707474, 289925.7166382321 183950.40729324764, 289927.1786378347 183938.46929648722, 289926.6916379659 183933.10929793684, 289934.3036359027 183916.55130242498, 289917.17064054066 183909.44530434755, 289918.3406402238 183908.36730463733, 289917.84064035874 183905.7773053391, 289950.2856315577 183780.25733935868, 289951.4206312503 183779.5093395628))"
activetravel_routesection_approvedroutes.1834,tf_shared_away,Shared use footpath/cycle track (away from road),BRC5e,Bridgend:BRC5e - NCN885 Sarn to Bridgend,,"MULTILINESTRING ((290202.6595630592 182516.3266818882, 290186.4335674508 182503.14268545964, 290166.4545728587 182490.05968900077, 290146.1705783492 182477.9916922694, 290140.1875799685 182472.5146937539, 290136.6375809287 182465.3136957017, 290131.76958224515 182453.4486989164, 290124.8735841095 182431.64370482345, 290118.9905856992 182406.7967115593, 290114.73158684943 182385.09371744003, 290116.96258624335 182369.8807215615, 290122.54058473057 182350.10472691793, 290133.4935817614 182323.9387340127, 290169.8005719211 182249.194754272, 290204.99256238295 182176.78377389762, 290208.94756131095 182168.466776153, 290210.0125610224 182166.72577662626, 290212.0915604587 182161.57077802112, 290213.410560101 182156.6017793665, 290214.7495597377 182151.07178086863, 290212.62356031314 182149.12378139485, 290224.9055569852 182130.8627863443, 290286.4405403073 182005.90282021358, 290287.6305399844 181999.922821838, 290318.4855316216 181936.75283895578, 290319.3705313819 181936.42783904442, 290401.47550912737 181758.70788721694, 290402.3605088872 181754.69288830325, 290402.0605089681 181751.22788924456, 290398.64550989185 181744.75789099472, 290394.9655108878 181741.27789193718, 290380.63551476656 181731.34789462754, 290354.73952177464 181704.64190185897))"
activetravel_routesection_approvedroutes.1846,tf_foot,Footpath (away from road),RCTSR12a,Abercynon:RCTSR12a - RCT 012 - Abercynon - Old Primary School,,"MULTILINESTRING ((308325.072655974 195481.349171428, 308262.6606728948 195555.08515144075))"
activetravel_routesection_approvedroutes.1851,,,RCTAT23a,Abercynon:RCTAT23a - RCT 008 - Taff Trail - Quakers Yard to Abercynon,,"MULTILINESTRING ((308891.7532961478 195127.32566136343, 309006.80728328443 195154.87456886866, 309064.24346412765 195203.20783765067, 309071.5027178398 195212.95661737985))"
activetravel_routesection_approvedroutes.1852,tf_shared_away,Shared use footpath/cycle track (away from road),RCTAT23a,Abercynon:RCTAT23a - RCT 008 - Taff Trail - Quakers Yard to Abercynon,,"MULTILINESTRING ((308890.40237276437 195127.35004424705, 308967.08464922145 195144.30398358835, 309024.08927806304 195168.66410729056, 309064.47008082445 195211.66137936641))"
activetravel_routesection_approvedroutes.1860,tf_shared,Shared use footpath/cycle track (alongside road),BRC7e,Bridgend:BRC7e - Brackla to Bridgend town centre,,"MULTILINESTRING ((292594.5969150545 180141.2133258523, 292591.6689158469 180137.69832680555, 292582.8789182282 180144.67732491234, 292582.87891822815 180144.67632491048, 292577.8249195966 180143.83732513775, 292574.2139205742 180141.54732575914, 292553.0159263123 180124.09333048627, 292515.87793636444 180088.16334021668, 292510.27293788147 180082.91434163635, 292488.6049437454 180055.82234897488, 292475.1249473932 180036.43835422356, 292464.3589503063 180018.43635910307, 292462.0139509407 180014.09936027968, 292459.80695153784 180010.46936126187, 292456.9519523104 180006.27636239835, 292444.17295576737 179979.37436968455, 292432.0109590566 179947.82337823138, 292428.0449601288 179934.6973817884, 292422.99296149705 179936.08238141483, 292418.4859627156 179922.71438503143, 292418.4209627333 179922.45538510417, 292415.02996364975 179908.92338876927, 292411.02996473 179886.92339472967, 292409.02996526874 179865.92340042128, 292408.02996553807 179853.92340367532, 292408.0299655368 179844.92340610968, 292409.74396507035 179827.78541075572, 292410.02996499254 179824.923411532, 292416.02996336465 179801.92341776477, 292424.0299611958 179782.92342291452, 292432.02995902736 179766.92342725315, 292444.0299557752 179747.92343240208, 292447.0299549623 179743.9234334887, 292457.0299522526 179730.92343701038, 292461.36695107754 179726.27643827104, 292471.02994845936 179715.92344107642, 292483.0409452056 179705.88244380103, 292490.0299433122 179700.92344514467, 292506.02993897826 179691.92344758852, 292545.10892839334 179672.92545274453, 292560.225924299 179668.28945399664, 292594.02991514344 179657.9234568132, 292605.51691203244 179655.18845755584, 292615.029909456 179652.92345817096, 292646.02990106057 179647.92345953273, 292659.02989754 179646.92345980043, 292680.0298918531 179645.9234600779, 292694.0298880618 179644.92346034868, 292729.02987858414 179647.9234595436, 292751.38587253087 179653.95745791297, 292758.02987073193 179655.92345738056, 292782.02986423427 179666.92345440405, 292785.02986342215 179668.92345386447, 292799.24185957457 179676.8194517226, 292816.02985502983 179688.9234484473, 292824.02985286433 179694.92344682058, 292831.73185077973 179703.31944454816, 292848.02984636876 179722.9234392402, 292858.02984366275 179737.92343517364, 292869.0298406868 179759.9234292126, 292876.0298387937 179777.9234243401, 292878.0298382529 179784.9234224431, 292881.02983744204 179795.92341946223, 292884.0298366325 179816.92341377173, 292884.29383656185 179823.39641202008, 292886.0298360974 179865.92340049258, 292886.0298360989 179876.9233975138, 292885.02983637067 179883.92339561903, 292880.5958375776 179930.47738300153))"
